timestamp,emotion,confidence
36.157158,Contempt,0.36874717473983765
36.56128,Contempt,0.30562692880630493
37.726989,Contempt,0.6375714540481567
38.090631,Contempt,0.5477272272109985
38.451631,Happy,0.6339545249938965
38.828796,Happy,0.480584055185318
39.190801,Happy,0.4208658039569855
39.56906,Contempt,0.6500945687294006
39.95196,Contempt,0.39912980794906616
40.309717,Contempt,0.4467422664165497
41.641462,Contempt,0.31136295199394226
42.390143,Contempt,0.3607921600341797
42.752416,Contempt,0.34116992354393005
43.866309,Disgust,0.33679288625717163
44.548136,Disgust,0.3012303411960602
44.934378,Disgust,0.3078458607196808
45.31526,Disgust,0.3492971956729889
45.707807,Contempt,0.4075634181499481
46.49537,Contempt,0.39254340529441833
46.874514,Contempt,0.3465084135532379
47.266013,Disgust,0.3248703181743622
47.661959,Disgust,0.41943812370300293
48.045476,Disgust,0.4764186441898346
48.4261,Contempt,0.4288015067577362
48.822068,Contempt,0.4752159118652344
49.214833,Contempt,0.47928833961486816
49.6065,Contempt,0.31179821491241455
50.369722,Contempt,0.7780994176864624
50.754907,Happy,0.3073405623435974
51.4002,Happy,0.3106883764266968
52.102537,Sad,0.3738310933113098
52.484144,Sad,0.5396502017974854
52.861628,Sad,0.6568352580070496
53.267378,Sad,0.4735245704650879
53.659717,Sad,0.37856438755989075
54.066185,Sad,0.4872700870037079
54.460091,Sad,0.428594708442688
54.854982,Sad,0.46716639399528503
55.247102,Sad,0.48196014761924744
55.641733,Sad,0.5731828808784485
56.040964,Sad,0.6075685620307922
56.450241,Sad,0.6836811900138855
56.856995,Contempt,0.7529540061950684
57.274396,Contempt,0.8262417912483215
57.680573,Contempt,0.7771992683410645
58.088638,Contempt,0.5540771484375
58.48735,Contempt,0.6791156530380249
58.892822,Contempt,0.7448729276657104
59.320217,Contempt,0.4227629005908966
59.726534,Contempt,0.6711389422416687
60.145502,Contempt,0.5877020955085754
60.563472,Contempt,0.5908941030502319
60.975514,Contempt,0.5567192435264587
61.379554,Contempt,0.5358456373214722
61.793896,Contempt,0.8809145092964172
62.201202,Happy,0.8377589583396912
62.59819,Happy,0.8838133215904236
62.995202,Happy,0.9114843010902405
63.396838,Happy,0.9165812134742737
63.80347,Happy,0.7203823924064636
64.207417,Happy,0.5510899424552917
64.612907,Happy,0.5209900140762329
65.015121,Happy,0.5350190997123718
65.422775,Sad,0.48478567600250244
65.821787,Sad,0.5508807897567749
66.212618,Anger,0.4733762741088867
66.605999,Sad,0.3625304698944092
66.995943,Anger,0.5602163672447205
67.39857,Anger,0.6649850606918335
67.797982,Anger,0.6302979588508606
68.19972,Fear,0.7917986512184143
68.601291,Fear,0.7635425329208374
69.007512,Fear,0.6901430487632751
69.420567,Fear,0.629280149936676
69.813915,Fear,0.494493693113327
70.221813,Fear,0.3882806599140167
70.625009,Fear,0.3822459280490875
71.014043,Surprise,0.6117389798164368
71.40027,Surprise,0.5677753686904907
71.790761,Surprise,0.40580180287361145
72.189722,Surprise,0.5803132653236389
72.588644,Surprise,0.31937387585639954
72.979785,Surprise,0.44764015078544617
73.376371,Surprise,0.3102230131626129
73.760504,Surprise,0.42302167415618896
74.154835,Sad,0.43169966340065
74.558975,Sad,0.5164240598678589
74.946485,Sad,0.69186931848526
75.345514,Disgust,0.7261361479759216
75.725954,Disgust,0.7113149762153625
76.120844,Disgust,0.7945538759231567
76.514337,Disgust,0.7953428030014038
76.908087,Disgust,0.7983483076095581
77.300757,Disgust,0.5565066933631897
77.689113,Disgust,0.4364849030971527
78.079094,Sad,0.5511049032211304
78.470603,Sad,0.535452663898468
78.863767,Sad,0.39841651916503906
79.24871,Sad,0.3909974694252014
79.627589,Sad,0.497993141412735
80.017473,Sad,0.4958024024963379
80.404966,Sad,0.6782695055007935
80.807779,Contempt,0.5895045399665833
81.186932,Contempt,0.6936449408531189
81.565875,Contempt,0.7631068825721741
81.962208,Contempt,0.7684305906295776
82.354396,Contempt,0.4194166362285614
82.734492,Contempt,0.6767459511756897
83.114387,Contempt,0.7667296528816223
83.500741,Happy,0.8088825345039368
83.887113,Happy,0.7799164056777954
84.278982,Happy,0.7842522859573364
84.666515,Happy,0.8996966481208801
85.051795,Happy,0.900778591632843
85.436735,Happy,0.8982976675033569
85.813909,Happy,0.5470510125160217
86.212136,Happy,0.32903438806533813
86.597806,Happy,0.4360048770904541
86.989006,Sad,0.4933818280696869
87.579954,Sad,0.4936444163322449
87.999497,Sad,0.30055952072143555
88.194163,Sad,0.5237001180648804
88.607689,Sad,0.6229968667030334
